"ESU","SPECIES","METHOD","MAJOR_POPULATION_GROUP","NMFS_POPID","POPULATION_NAME","COMMON_POPULATION_NAME","DISPLAY_ORDER","RUN_TIMING","STREAM_NAME","YEAR","NUMBER_OF_SPAWNERS","FRACWILD","CATCH","CITATION","CONTRIBUTOR","LINE_NOTES","FILE_NOTES"
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","1993","92","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","1994","17","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","1995","11","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","1996","44","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","1997","92","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","1998","59","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","1999","44","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2000","154","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2001","231","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2002","449","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2003","223","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2004","221","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2005","102","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2006","100","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2007","94","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2008","110","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2009","92","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2010","121","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2011","229","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2012","183","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2013","40","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2014","239","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2015","57","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2016","148","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2017","34","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2018","21","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","88","Salmon River Lower Mainstem","Salmon R. Low. Mainstem","5.4","","Salmon River Lower Mainstem below Redfish Lake","2019","11","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","1980","41","0.85","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","1989","73","0","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","1990","134","0.05","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","1991","68","0.07","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","1992","46","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","1993","123","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","1994","39","0.77","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","1995","29","0.55","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","1996","55","0.96","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","1997","77","0.7","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","1998","86","0.65","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","1999","190","0.38","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","2000","106","0.64","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","2001","329","0.53","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","2002","322","0.53","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","2003","822","0.43","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","2004","517","0.42","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","2005","681","0.52","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","2006","186","0.56","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","2007","165","0.9","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","2008","224","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","2009","338","0.96","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Upper Salmon","85","Pahsimeroi River","Pahsimeroi R.","5.5","","Pahsimeroi River","2010","327","0.94","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1980-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
