Citation,Contributor,NMFS_POPID,DISPLAY_ORDER,ESU,MAJOR_POPULATION_GROUP,POPULATION_NAME,COMMON_POPULATION_NAME,SPECIES,Run,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2011,6378,0.996,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2012,3945,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2013,3797,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2014,7178,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2015,1558,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2016,2421,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2017,715,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2018,2256,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,1994,1062,0.994,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,1995,1627,0.969,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,1996,1627,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,1997,1858,0.991,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,1998,2817,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,1999,3769,0.972,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2000,634,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2001,3526,0.995,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2002,3487,0.998,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2003,3203,0.995,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2004,3496,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2005,1897,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2006,3718,0.971,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2007,3551,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2008,2604,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2009,2977,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2010,10681,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2011,6665,0.997,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2012,5675,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2013,3416,0.999,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2014,3691,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2015,1085,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2016,1249,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2017,275,0.98,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,197,12,"Salmon, coho (Oregon Coast ESU)",Lakes,Tahkenitch Lake,Tahkenitch Lk.,Coho salmon,Fall,,Tahkenitch Lake,2018,1678,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,1994,3354,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,1995,5092,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,1996,7092,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,1997,4092,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,1998,5169,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,1999,6123,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2000,8278,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2001,11039,0.996,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2002,13861,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2003,6260,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2004,7166,0.997,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2005,8464,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2006,15187,0.992,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2007,3957,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2008,17131,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2009,9175,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2010,20385,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2011,7368,0.989,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2012,9302,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2013,6449,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2014,11141,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2015,2086,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2016,4374,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2017,318,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,199,13,"Salmon, coho (Oregon Coast ESU)",Lakes,Tenmile Lake,Tenmile Lk.,Coho salmon,Fall,,Tenmile Lake,2018,2770,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,1994,2918,0.947,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,1995,10854,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,1996,8435,0.947,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,1997,1445,0.87,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,1998,4552,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,1999,2708,0.969,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2000,5896,0.98,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2001,12872,0.904,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2002,19787,0.954,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2003,16529,0.998,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2004,9053,0.993,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2005,19014,0.978,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2006,9478,0.843,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2007,4661,0.909,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2008,9332,0.967,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2009,20026,0.961,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2010,17598,0.995,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2011,18715,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2012,3731,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2013,7792,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2014,36942,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2015,3725,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2016,4456,0.992,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2017,10848,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,173,14,"Salmon, coho (Oregon Coast ESU)",Umpqua,Lower Umpqua,Low. Umpqua R.,Coho salmon,Fall,,Lower Umpqua River,2018,14080,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,1994,2309,0.936,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,1995,3250,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,1996,5431,0.936,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,1997,601,0.937,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,1998,1336,0.941,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,1999,1914,0.913,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2000,4719,0.965,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2001,9817,0.911,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2002,11669,0.92,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2003,11090,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2004,6433,0.991,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2005,8203,0.927,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2006,6111,0.794,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2007,1763,0.9,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2008,4472,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2009,15075,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2010,18123,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2011,20033,0.996,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2012,2447,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2013,4272,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2014,13939,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2015,2245,1,-99,-99,-99,-99,-99,-99,-99,-99
