Citation,Contributor,NMFS_POPID,DISPLAY_ORDER,ESU,MAJOR_POPULATION_GROUP,POPULATION_NAME,COMMON_POPULATION_NAME,SPECIES,Run,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS
CAX05262020,Oregon Department of Fish and Wildlife,179,4,"Salmon, coho (Oregon Coast ESU)",North Coast,Nestucca River,Nestucca R.,Coho salmon,Fall,,Nestucca River,2017,4495,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,179,4,"Salmon, coho (Oregon Coast ESU)",North Coast,Nestucca River,Nestucca R.,Coho salmon,Fall,,Nestucca River,2018,1072,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1030,4.1,"Salmon, coho (Oregon Coast ESU)",North Coast,Oregon North Coast Coho dependent population group,N Coast Dep.,Coho salmon,Fall,,North Coast Dependent Population Group,2008,639,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1030,4.1,"Salmon, coho (Oregon Coast ESU)",North Coast,Oregon North Coast Coho dependent population group,N Coast Dep.,Coho salmon,Fall,,North Coast Dependent Population Group,2009,2080,0.987,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1030,4.1,"Salmon, coho (Oregon Coast ESU)",North Coast,Oregon North Coast Coho dependent population group,N Coast Dep.,Coho salmon,Fall,,North Coast Dependent Population Group,2010,1493,0.987,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1030,4.1,"Salmon, coho (Oregon Coast ESU)",North Coast,Oregon North Coast Coho dependent population group,N Coast Dep.,Coho salmon,Fall,,North Coast Dependent Population Group,2011,1341,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1030,4.1,"Salmon, coho (Oregon Coast ESU)",North Coast,Oregon North Coast Coho dependent population group,N Coast Dep.,Coho salmon,Fall,,North Coast Dependent Population Group,2012,218,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1030,4.1,"Salmon, coho (Oregon Coast ESU)",North Coast,Oregon North Coast Coho dependent population group,N Coast Dep.,Coho salmon,Fall,,North Coast Dependent Population Group,2013,271,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1030,4.1,"Salmon, coho (Oregon Coast ESU)",North Coast,Oregon North Coast Coho dependent population group,N Coast Dep.,Coho salmon,Fall,,North Coast Dependent Population Group,2014,4718,0.976,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1030,4.1,"Salmon, coho (Oregon Coast ESU)",North Coast,Oregon North Coast Coho dependent population group,N Coast Dep.,Coho salmon,Fall,,North Coast Dependent Population Group,2015,440,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1030,4.1,"Salmon, coho (Oregon Coast ESU)",North Coast,Oregon North Coast Coho dependent population group,N Coast Dep.,Coho salmon,Fall,,North Coast Dependent Population Group,2016,699,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1030,4.1,"Salmon, coho (Oregon Coast ESU)",North Coast,Oregon North Coast Coho dependent population group,N Coast Dep.,Coho salmon,Fall,,North Coast Dependent Population Group,2017,208,0.99,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1030,4.1,"Salmon, coho (Oregon Coast ESU)",North Coast,Oregon North Coast Coho dependent population group,N Coast Dep.,Coho salmon,Fall,,North Coast Dependent Population Group,2018,264,0.992,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,1994,1554,0.059,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,1995,1325,0.079,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,1996,2703,0.03,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,1997,417,0.038,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,1998,432,0.199,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,1999,173,0.081,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2000,394,0.454,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2001,877,0.257,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2002,1108,0.49,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2003,1738,0.024,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2004,3525,0.466,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2005,817,0.097,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2006,1160,0.442,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2007,993,0.059,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2008,2664,0.245,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2009,753,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2010,1438,0.961,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2011,3636,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2012,297,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2013,1165,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2014,3707,0.993,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2015,351,0.95,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2016,1181,0.89,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2017,450,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2018,103,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,1994,1554,0.059,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,1995,1325,0.079,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,1996,2703,0.03,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,1997,417,0.038,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,1998,432,0.199,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,1999,173,0.081,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2000,394,0.454,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2001,877,0.257,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2002,1108,0.49,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2003,1738,0.024,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2004,3525,0.466,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2005,817,0.097,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2006,1160,0.442,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2007,993,0.059,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2008,2664,0.245,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2009,753,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2010,1438,0.961,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2011,3636,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2012,297,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2013,1165,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2014,3707,0.993,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2015,351,0.95,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2016,1181,0.89,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2017,450,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,185,5,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Salmon River,Salmon R.,Coho salmon,Fall,,Salmon River,2018,103,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,1994,1200,0.517,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,1995,607,0.517,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,1996,763,0.518,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,1997,336,0.887,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,1998,357,0.885,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,1999,1364,0.886,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2000,3387,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2001,2454,0.65,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2002,2504,0.85,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2003,8421,0.955,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2004,8179,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2005,15234,0.956,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2006,5323,0.978,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2007,2416,0.909,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2008,20634,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2009,25032,0.962,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2010,6283,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2011,33094,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2012,4495,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2013,7660,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2014,19567,0.996,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2015,2216,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2016,3015,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2017,5202,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,189,6,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siletz River,Siletz R.,Coho salmon,Fall,,Siletz River,2018,4064,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,1994,2448,0.833,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,1995,5668,0.833,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,1996,6104,0.75,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,1997,529,0.792,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,1998,644,0.792,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,1999,2567,0.998,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2000,638,0.998,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2001,3760,0.955,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2002,23800,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2003,16484,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2004,5652,0.98,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2005,3613,0.952,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2006,4306,0.986,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2007,3355,0.941,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2008,10913,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2009,11690,0.957,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2010,8589,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2011,19074,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2012,6268,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2013,3553,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2014,25582,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2015,2400,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2016,3730,1,-99,-99,-99,-99,-99,-99,-99,-99
