#' Lower Columbia River Chinook Salmon ESU
#'
#' @description Spawner counts and fraction wild data.
#'
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
#' 
#' @source 
#' 
#' @references
#' 
#' @author Monica Diaz (NOAA/NWFSC)
#' 
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1982, 4570, 0.5
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1983, 2681, 0.5
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1984, 2955, 0.5
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1985, 1055, 0.5
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1986, 2227, 0.5
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1987, 9632, 0.5
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1988, 24279, 0.5
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1989, 20413, 0.5
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1990, 2054, 0.5
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1991, 5085, 0.54
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1992, 3593, 0.48
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1993, 1941, 0.89
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1994, 2020, 0.73
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1995, 3044, 0.69
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1996, 10630, 0.44
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1997, 3539, 0.4
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1998, 4318, 0.69
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 1999, 2617, 0.03
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2000, 1420, 0.19
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2001, 3613, 0.19
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2002, 18809, 0.01
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2003, 24710, 0.01
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2004, 6612, 0.1
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2005, 9168, 0.03
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2006, 10386, 0.01
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2007, 3296, 0.06
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2008, 3734, 0.04
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2009, 7546, 0.1
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2010, 7057, 0.12
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2011, 8869, 0.07
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2012, 8007, 0.07
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2013, 12061, 0.09
11, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Kalama River", 2014, 11537, 0.09
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1980, 298, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1981, 721, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1982, 2712, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1983, 1009, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1984, 133, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1985, 0, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1986, 165, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1987, 471, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1988, 475, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1989, 572, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1990, 34, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1991, 32, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1992, 168, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1993, 348, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1994, 407, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1995, 376, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1996, 254, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1997, 39, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1998, 42, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 1999, 215, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2000, 33, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2001, 555, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2002, 886, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2003, 766, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2004, 352, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2005, 380, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2006, 292, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2007, 2144, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2008, 363, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2009, 26, 0.4
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2010, 0, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2011, 200, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2012, 28, -99
12, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Kalama River", 2013, 158, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1964, 16857, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1965, 7927, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1966, 11627, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1967, 9711, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1968, 7160, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1969, 4986, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1970, 4130, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1971, 19926, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1972, 18488, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1973, 9120, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1974, 7549, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1975, 13859, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1976, 3371, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1977, 6930, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1978, 5363, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1979, 8023, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1980, 13839, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1981, 19297, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1982, 8370, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1983, 13540, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1984, 7132, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1985, 7491, -99
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1986, 10472, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1987, 12210, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1988, 11165, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1989, 20058, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1990, 15378, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1991, 8787, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1992, 5508, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1993, 6462, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1994, 8456, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1995, 9715, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1996, 13077, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1997, 8168, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1998, 5173, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 1999, 2417, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2000, 8741, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2001, 11274, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2002, 13293, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2003, 12912, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2004, 12928, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2005, 9775, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2006, 5066, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2007, 3708, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2008, 5485, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2009, 6283, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2010, 9294, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2011, 8205, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2012, 8143, 1
13, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Late fall", "Cascade", "Lewis River", 2013, 15197, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1964, 632, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1965, 891, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1966, 583, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1967, 411, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1968, 249, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1969, 329, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1970, 657, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1971, 2142, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1972, 534, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1973, 210, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1974, 420, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1975, 581, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1976, 325, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1977, 568, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1978, 687, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1979, 716, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1980, 311, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1981, 397, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1982, 240, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1983, 305, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1984, 192, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1985, 540, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1986, 389, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1987, 135, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1988, 427, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1989, 591, 0.78
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1990, 342, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1991, 230, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1992, 202, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1993, 156, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1994, 395, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1995, 200, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1996, 334, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1997, 307, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1998, 104, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 1999, 217, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2000, 304, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2001, 526, 0.7
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2002, 1296, 0.77
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2003, 714, 0.98
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2004, 886, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2005, 598, 1
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2006, 427, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2007, 237, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2008, 379, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2009, 596, -99
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2010, 426, 0.887
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2011, 870, 0.951
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2012, 566, 0.959
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2013, 1540, 0.936
14, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lewis River", 2014, 942, 0.909
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1964, 3312, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1965, 5707, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1966, 4782, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1967, 5487, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1968, 2303, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1969, 4260, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1970, 9706, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1971, 22758, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1972, 21027, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1973, 8390, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1974, 7566, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1975, 4766, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1976, 3726, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1977, 5837, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1978, 3192, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1979, 8253, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1980, 2418, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1981, 3991, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1982, 3024, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1983, 3654, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1984, 2577, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1985, 4300, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1986, 2229, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1987, 5930, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1988, 7700, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1989, 7220, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1990, 2698, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1991, 2567, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1992, 2683, 0.26
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1993, 2218, 0.06
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1994, 2512, 0.19
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1995, 2231, 0.13
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1996, 1602, 0.58
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1997, 2710, 0.72
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1998, 2108, 0.37
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 1999, 997, 0.16
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2000, 2363, 0.1
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2001, 4652, 0.44
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2002, 13514, 0.76
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2003, 10048, 0.88
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2004, 4466, 0.7
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2005, 2870, 0.17
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2006, 2944, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2007, 1847, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2008, 1828, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2009, 2602, -99
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2010, 4488, 0.706
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2011, 3685, 0.755
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2012, 2725, 0.714
15, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Lower Cowlitz River", 2013, 4436, 0.81
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1980, 516, 0.49
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1981, 896, 0.48
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1982, 1825, 0.5
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1983, 3547, 0.51
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1984, 532, 0.52
