#' Snake River Basin Steelhead DPS
#'
#' @description Spawner counts and fraction wild data.
#'
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
#' 
#' @source 
#' 
#' @references
#' 
#' @author Monica Diaz (NOAA/NWFSC)
#' 
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1980, 763, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1981, 1414, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1982, 867, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1983, 718, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1984, 934, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1985, 6476, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1986, 5376, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1987, 4374, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1988, 6354, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1989, 5292, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1990, 3394, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1991, 659, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1992, 1172, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1993, 3228, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1994, 1820, 1
