#' Upper Willamette River Chinook Salmon ESU
#'
#' @description Spawner counts and fraction wild data.
#'
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
#' 
#' @source 
#' 
#' @references
#' 
#' @author Monica Diaz (NOAA/NWFSC)
#' 
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
108, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "North Santiam River", 2011, 8258, 0.07
108, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "North Santiam River", 2012, 4822, 0.221
108, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "North Santiam River", 2013, 4497, 0.225
109, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "South Santiam River", 2001, 2267, 1
109, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "South Santiam River", 2002, 805, 1
109, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "South Santiam River", 2003, 447, 1
109, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "South Santiam River", 2004, 1850, 1
109, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "South Santiam River", 2005, 967, 1
109, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "South Santiam River", 2006, 264, 1
109, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "South Santiam River", 2007, 146, 1
109, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "South Santiam River", 2008, 478, 1
109, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "South Santiam River", 2009, 427, 1
109, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "South Santiam River", 2010, 718, 1
109, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "South Santiam River", 2011, 1215, 1
109, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "South Santiam River", 2012, 1045, 1
109, "Upper Willamette River Chinook Salmon ESU", "Chinook", "Spring-run", "Willamette", "South Santiam River", 2013, 904, 1
