NMFS_POPID,RECOVERY_DOMAIN,ESU,MAJOR_POPULATION_GROUP,COMMON_POPULATION_NAME,NWR_Name,Population_RunTime,SPECIES,RUN_TIMING,STREAM_NAME,START_YEAR,END_YEAR,BROOD_YEAR,VIABILITY_TYPE,NUMBER_OF_SPAWNERS,SPAWNER_NOTES,FRACWILD,HATCHERY_FRACTION,HATCHERY_FRACTION_NOTES,CATCH,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS,AGE_1_HARVEST,AGE_2_HARVEST,AGE_3_HARVEST,AGE_4_HARVEST,AGE_5_HARVEST,AGE_6_HARVEST,AGE_7_HARVEST,REGIME,AGE_NOTES,ABUND_COUNT_EXTERNAL_FILE_1_LI,ABUND_COUNT_EXTERNAL_FILE_2_LI,POPULATION_DB_ID,TOTAL_SPAWNERS_WITH_JACKS,NATURAL_SPAWNERS_WITH_JACKS,NATURAL_ADULT_ANNUAL_RUN_4_6,JACK_FRAC_OF_HATCHERY_SPAWNERS,ADULT_NATURAL_HARVEST_RATE,NAT_NO_ORIGIN_BROOD_STOCK,ADULT_BROOD_RETURNS,SAR_ADJUSTED_ADULT_BRD_RETURNS,LINK_REFERENCE_S,ADJUSTED_LINK_REFERENCE_S,ATTRIBUTE_SCOPE_TYPE,INCLUDE_AGE2,HATCHERY_RETURN,HATCHERY_RETURN_NOR,NUMBER_USED_FOR_BROODSTOCK,FRACTION_BROODSTOCK_TAKEN_NOR,AGE_DATA_TYPE,AGE_DETERMINATION_SAMPLE_SIZE,AEQ_CATCH_AGE2_OCEAN,CO2_DATA_TYPE,AEQ_CATCH_AGE3_OCEAN,CO3_DATA_TYPE,AEQ_CATCH_AGE4_OCEAN,CO4_DATA_TYPE,AEQ_CATCH_AGE5_OCEAN,CO5_DATA_TYPE,CATCH_AGE2_TERMINAL_FISHERIES,CTF2_DATA_TYPE,CATCH_AGE3_TERMINAL_FISHERIES,CTF3_DATA_TYPE,CATCH_AGE4_TERMINAL_FISHERIES,CTF4_DATA_TYPE,CATCH_AGE5_TERMINAL_FISHERIES,CTF5_DATA_TYPE,PPM_POSTFISHERY_PRESPAWN_MORT,PPM_AGE2,PPM_AGE3,PPM_AGE4,PPM_AGE5,RETURN_POTENTIAL,RETURN_POTENTIAL_AGE2,RETURN_POTENTIAL_AGE3,RETURN_POTENTIAL_AGE4,RETURN_POTENTIAL_AGE5,SAIP_STOCK_ID,SAIP_ABUNDANCE,SAIP_CATCH,SAIP_ANTHROPOGENIC,SAIP_LIFE_HISTORY,SAIP_ASSESSMENT_MODEL,SAIP_FREQUENCY,QAQC_FLAG
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1972,,3222,,-99,,,-99,0,0.063,0.207,0.663,0.067,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1973,,6199,,-99,,,-99,0,0.044,0.49,0.389,0.077,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1974,,12449,,-99,,,-99,0,0.022,0.427,0.497,0.053,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1975,,17761,,-99,,,-99,0,0.017,0.296,0.593,0.093,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1976,,7517,,-99,,,-99,0,0.027,0.3,0.53,0.143,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1977,,6484,,0.5,,,-99,0,0.003,0.409,0.475,0.113,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1978,,3637,,0.5,,,-99,0,0.041,0.06,0.777,0.121,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1979,,2704,,0.5,,,-99,0,0.036,0.679,0.104,0.18,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1980,,5675,,0.5,,,-99,0,0.014,0.33,0.643,0.013,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1981,,1840,,0.5,,,-99,0,0.045,0.227,0.577,0.151,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1982,,4570,,0.5,,,-99,0,0.021,0.574,0.302,0.103,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1983,,2681,,0.5,,,-99,0,0.013,0.241,0.697,0.049,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1984,,2955,,0.5,,,-99,0,0.004,0.273,0.52,0.202,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1985,,1055,,0.5,,,-99,0,0.084,0.101,0.649,0.166,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1986,,2227,,0.5,,,-99,0,0.051,0.77,0.096,0.083,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1987,,9632,,0.5,,,-99,0,0.044,0.367,0.58,0.01,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1988,,24279,,0.5,,,-99,0,0.013,0.478,0.42,0.089,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1989,,20413,,0.5,,,-99,0,0.02,0.187,0.709,0.084,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1990,,2054,,0.5,,,-99,0,0.017,0.401,0.386,0.196,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1991,,5085,,0.54,,,-99,0,0.024,0.228,0.628,0.12,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1992,,3593,,0.48,,,-99,0,0.051,0.411,0.418,0.12,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1993,,1941,,0.89,,,-99,0,0.011,0.097,0.764,0.128,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1994,,2020,,0.73,,,-99,0,0.106,0.692,0.096,0.106,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1995,,3044,,0.69,,,-99,0,0.024,0.272,0.591,0.113,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1996,,10630,,0.44,,,-99,0,0,0.42,0.491,0.089,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1997,,3539,,0.4,,,-99,0,0.026,0.191,0.678,0.105,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1998,,4318,,0.69,,,-99,0,0.012,0.545,0.282,0.161,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,1999,,2617,,0.03,,,-99,0,0.011,0.041,0.86,0.088,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,2000,,1420,,0.19,,,-99,0,0.025,0.403,0.149,0.423,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,2001,,3613,,0.19,,,-99,0,0.024,0.337,0.399,0.24,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,2002,,18809,,0.01,,,-99,0,0.013,0.592,0.394,0,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,2003,,24710,,0.01,,,-99,0,0.03,0.19,0.729,0.051,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,2004,,6612,,0.1,,,-99,0,0.017,0.413,0.57,0,0,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,2005,,9168,,0.03,,,-99,0,0,0.18,0.45,0.34,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,2006,,10386,,0.01,,,-99,0,0.02,0.13,0.72,0.12,0.02,0,,,,,,,,-99,,,,,10386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,2007,,3296,,0.06,,,-99,0,0.04,0.5,0.28,0.17,0.001,0,,,,,,,,-99,,,,,3296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,2008,,3734,,0.04,,,-99,0,0.04,0.28,0.6,0.07,0.01,0,,,,,,,,-99,,,,,3734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,2009,,7546,,0.1,,,-99,0,0.02,0.19,0.74,0.04,0,0,,,,,,,,-99,,,,,7548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,2010,,7057,,0.12,,,-99,0,-99,0.393,0.425,0.181,0,-99,,,,,,,,,,,,,5576,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall-run,Chinook,Fall-run,,1964,2014,2011,,8869,,0.07,,,-99,0,-99,0.328,0.616,0.024,0.032,-99,,,,,,,,,,,,,,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SASI
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall,Chinook,Fall-run,,1964,2014,2012,,8007,,0.07,,,-99,0,-99,0.406,0.244,0.341,0.009,-99,,,,,,,,,,,,,,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall,Chinook,Fall-run,,1964,2014,2013,,12061,,0.09,,,-99,0,-99,0.12,0.84,0.04,0,-99,,,,,,,,,,,,,,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River-Fall,Chinook,Fall-run,,1964,2014,2014,,11537,,0.09,,,-99,0,-99,0.08,0.667,0.253,0,-99,,,,,,,,,,,,,,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1980,,298,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1981,,721,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1982,,2712,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1983,,1009,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1984,,133,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1985,,0,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1986,,165,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1987,,471,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1988,,475,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1989,,572,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1990,,34,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1991,,32,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1992,,168,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1993,,348,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1994,,407,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1995,,376,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
