NMFS_POPID,RECOVERY_DOMAIN,ESU,MAJOR_POPULATION_GROUP,COMMON_POPULATION_NAME,NWR_Name,Population_RunTime,SPECIES,RUN_TIMING,STREAM_NAME,START_YEAR,END_YEAR,BROOD_YEAR,VIABILITY_TYPE,NUMBER_OF_SPAWNERS,SPAWNER_NOTES,FRACWILD,HATCHERY_FRACTION,HATCHERY_FRACTION_NOTES,CATCH,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS,AGE_1_HARVEST,AGE_2_HARVEST,AGE_3_HARVEST,AGE_4_HARVEST,AGE_5_HARVEST,AGE_6_HARVEST,AGE_7_HARVEST,REGIME,AGE_NOTES,ABUND_COUNT_EXTERNAL_FILE_1_LI,ABUND_COUNT_EXTERNAL_FILE_2_LI,POPULATION_DB_ID,TOTAL_SPAWNERS_WITH_JACKS,NATURAL_SPAWNERS_WITH_JACKS,NATURAL_ADULT_ANNUAL_RUN_4_6,JACK_FRAC_OF_HATCHERY_SPAWNERS,ADULT_NATURAL_HARVEST_RATE,NAT_NO_ORIGIN_BROOD_STOCK,ADULT_BROOD_RETURNS,SAR_ADJUSTED_ADULT_BRD_RETURNS,LINK_REFERENCE_S,ADJUSTED_LINK_REFERENCE_S,ATTRIBUTE_SCOPE_TYPE,INCLUDE_AGE2,HATCHERY_RETURN,HATCHERY_RETURN_NOR,NUMBER_USED_FOR_BROODSTOCK,FRACTION_BROODSTOCK_TAKEN_NOR,AGE_DATA_TYPE,AGE_DETERMINATION_SAMPLE_SIZE,AEQ_CATCH_AGE2_OCEAN,CO2_DATA_TYPE,AEQ_CATCH_AGE3_OCEAN,CO3_DATA_TYPE,AEQ_CATCH_AGE4_OCEAN,CO4_DATA_TYPE,AEQ_CATCH_AGE5_OCEAN,CO5_DATA_TYPE,CATCH_AGE2_TERMINAL_FISHERIES,CTF2_DATA_TYPE,CATCH_AGE3_TERMINAL_FISHERIES,CTF3_DATA_TYPE,CATCH_AGE4_TERMINAL_FISHERIES,CTF4_DATA_TYPE,CATCH_AGE5_TERMINAL_FISHERIES,CTF5_DATA_TYPE,PPM_POSTFISHERY_PRESPAWN_MORT,PPM_AGE2,PPM_AGE3,PPM_AGE4,PPM_AGE5,RETURN_POTENTIAL,RETURN_POTENTIAL_AGE2,RETURN_POTENTIAL_AGE3,RETURN_POTENTIAL_AGE4,RETURN_POTENTIAL_AGE5,SAIP_STOCK_ID,SAIP_ABUNDANCE,SAIP_CATCH,SAIP_ANTHROPOGENIC,SAIP_LIFE_HISTORY,SAIP_ASSESSMENT_MODEL,SAIP_FREQUENCY,QAQC_FLAG
141,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,North Fork Lewis River,Coho Salmon (Lower Columbia River ESU) - North Fork Lewis River,North Fork Lewis River,Coho,-99,,2005,2012,2010,,3914,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,North Fork Lewis River,Coho Salmon (Lower Columbia River ESU) - North Fork Lewis River,North Fork Lewis River,Coho,-99,,2005,2012,2012,,337,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Gorge,Oregon Upper Gorge Tributaries and Hood River,Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River,Oregon Upper Gorge Tributaries and Hood River,Coho,-99,,2002,2013,2002,,370,,0.397,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Gorge,Oregon Upper Gorge Tributaries and Hood River,Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River,Oregon Upper Gorge Tributaries and Hood River,Coho,-99,,2002,2013,2003,,-99,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Gorge,Oregon Upper Gorge Tributaries and Hood River,Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River,Oregon Upper Gorge Tributaries and Hood River,Coho,-99,,2002,2013,2004,,-99,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Gorge,Oregon Upper Gorge Tributaries and Hood River,Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River,Oregon Upper Gorge Tributaries and Hood River,Coho,-99,,2002,2013,2005,,2305,,0.548,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Gorge,Oregon Upper Gorge Tributaries and Hood River,Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River,Oregon Upper Gorge Tributaries and Hood River,Coho,-99,,2002,2013,2006,,715,,0.522,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Gorge,Oregon Upper Gorge Tributaries and Hood River,Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River,Oregon Upper Gorge Tributaries and Hood River,Coho,-99,,2002,2013,2007,,308,,0.552,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Gorge,Oregon Upper Gorge Tributaries and Hood River,Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River,Oregon Upper Gorge Tributaries and Hood River,Coho,-99,,2002,2013,2008,,97,,0.711,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Gorge,Oregon Upper Gorge Tributaries and Hood River,Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River,Oregon Upper Gorge Tributaries and Hood River,Coho,-99,,2002,2013,2009,,65,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Gorge,Oregon Upper Gorge Tributaries and Hood River,Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River,Oregon Upper Gorge Tributaries and Hood River,Coho,-99,,2002,2013,2010,,1521,,0.147,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Gorge,Oregon Upper Gorge Tributaries and Hood River,Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River,Oregon Upper Gorge Tributaries and Hood River,Coho,-99,,2002,2013,2011,,743,,0.312,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Gorge,Oregon Upper Gorge Tributaries and Hood River,Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River,Oregon Upper Gorge Tributaries and Hood River,Coho,-99,,2002,2013,2012,,759,,0.223,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Gorge,Oregon Upper Gorge Tributaries and Hood River,Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River,Oregon Upper Gorge Tributaries and Hood River,Coho,-99,,2002,2013,2013,,1599,,0.556,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1957,,264,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1958,,330,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1959,,68,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1960,,1670,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1961,,1733,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1962,,1458,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1963,,2199,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1964,,1126,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1965,,1018,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1966,,229,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1967,,669,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1968,,1281,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1969,,716,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1970,,-99,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1971,,-99,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1972,,-99,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1973,,-99,,-99,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1974,,548,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1975,,619,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1976,,642,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1977,,91,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1978,,407,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1979,,367,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1980,,2122,,0.43,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1981,,994,,0.65,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1982,,1648,,0.44,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1983,,745,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1984,,1568,,0.49,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1985,,2063,,0.71,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1986,,2558,,0.61,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1987,,1204,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1988,,1507,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1989,,2182,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1990,,376,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1991,,1491,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1992,,790,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1993,,193,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1994,,601,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1995,,697,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1996,,180,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1997,,116,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1998,,261,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,1999,,162,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,2000,,730,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,2001,,1176,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,2002,,897,,0.426,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,2003,,1348,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,2004,,1340,,0.905,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,2005,,856,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Willamette/Lower Columbia,Lower Columbia River Coho Salmon ESU,Cascade,Sandy River,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Coho,-99,,1957,2013,2006,,-99,,1,,,-99,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
