"Series","Method","Citation","Contributor","NMFS_POPID","ESU","MAJOR_POPULATION_GROUP","Population_name","COMMON_POPULATION_NAME","DISPLAY_ORDER","SPECIES","RUN_TIMING","STREAM_NAME","BROOD_YEAR","NUMBER_OF_SPAWNERS","FRACWILD"
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1986,3253,1
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1987,2530,1
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1988,2801,1
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1989,949,0.74
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1990,1536,0.85
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1991,542,0.63
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1992,2395,0.84
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1993,1175,0.79
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1994,1627,0.85
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1995,1310,0.88
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1996,1717,0.76
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1997,2440,0.8
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1998,2756,0.86
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",1999,1265,0.71
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2000,1084,0.76
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2001,1898,0.89
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2002,1581,0.92
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2003,1581,1
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2004,678,0.99
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2005,1310,0.99
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2006,949,0.99
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2007,806,1
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2008,2096,1
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2009,3148,1
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2010,2876,0.95
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2011,3275,1
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2012,3260,1
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2013,1553,0.99
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2014,2512,1
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2015,4939,0.99
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2016,2572,0.99
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2017,1733,0.98
"ICSRsthdSurvey","Survey","CAX05262020","Oregon Department of Fish and Wildlife",306,"Steelhead (Snake River Basin DPS)","Grande Ronde","Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",1.3,"Steelhead",NA,"Grande Ronde River Upper Mainstem and Tributaries",2018,341,1
