"Series","Method","Citation","Contributor","NMFS_POPID","ESU","MAJOR_POPULATION_GROUP","POPULATION_NAME","COMMON_POPULATION_NAME","DISPLAY_ORDER","SPECIES","RUN_TIMING","STREAM_NAME","BROOD_YEAR","NUMBER_OF_SPAWNERS","FRACWILD"
"ICSRSSchinookModel","Model","CAX05262125","Nez Perce Tribe",70,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Lemhi River","Lemhi R.",5.3,"Chinook salmon",NA,"Lemhi River",2014,661,1
"ICSRSSchinookModel","Model","CAX05262126","Nez Perce Tribe",70,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Lemhi River","Lemhi R.",5.3,"Chinook salmon",NA,"Lemhi River",2015,724,1
"ICSRSSchinookModel","Model","CAX05262127","Nez Perce Tribe",70,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Lemhi River","Lemhi R.",5.3,"Chinook salmon",NA,"Lemhi River",2016,208,1
"ICSRSSchinookModel","Model","CAX05262128","Nez Perce Tribe",70,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Lemhi River","Lemhi R.",5.3,"Chinook salmon",NA,"Lemhi River",2017,82,1
"ICSRSSchinookModel","Model","CAX05262129","Nez Perce Tribe",70,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Lemhi River","Lemhi R.",5.3,"Chinook salmon",NA,"Lemhi River",2018,195,1
"ICSRSSchinookModel","Model","CAX05262130","Nez Perce Tribe",70,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Lemhi River","Lemhi R.",5.3,"Chinook salmon",NA,"Lemhi River",2019,216,1
"ICSRSSchinookModel","Model","CAX05262131","Nez Perce Tribe",88,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Lower Mainstem","Salmon R. Low. Mainstem",5.4,"Chinook salmon",NA,"Salmon River",2013,651,1
"ICSRSSchinookModel","Model","CAX05262132","Nez Perce Tribe",88,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Lower Mainstem","Salmon R. Low. Mainstem",5.4,"Chinook salmon",NA,"Salmon River",2014,712,1
"ICSRSSchinookModel","Model","CAX05262133","Nez Perce Tribe",88,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Lower Mainstem","Salmon R. Low. Mainstem",5.4,"Chinook salmon",NA,"Salmon River",2015,688,1
"ICSRSSchinookModel","Model","CAX05262134","Nez Perce Tribe",88,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Lower Mainstem","Salmon R. Low. Mainstem",5.4,"Chinook salmon",NA,"Salmon River",2016,497,1
"ICSRSSchinookModel","Model","CAX05262135","Nez Perce Tribe",88,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Lower Mainstem","Salmon R. Low. Mainstem",5.4,"Chinook salmon",NA,"Salmon River",2017,5,1
"ICSRSSchinookModel","Model","CAX05262136","Nez Perce Tribe",88,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Lower Mainstem","Salmon R. Low. Mainstem",5.4,"Chinook salmon",NA,"Salmon River",2018,81,1
"ICSRSSchinookModel","Model","CAX05262137","Nez Perce Tribe",88,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Lower Mainstem","Salmon R. Low. Mainstem",5.4,"Chinook salmon",NA,"Salmon River",2019,3,1
"ICSRSSchinookModel","Model","CAX05262138","Nez Perce Tribe",85,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Pahsimeroi River","Pahsimeroi R.",5.5,"Chinook salmon",NA,"Pahsimeroi River",2012,145,1
"ICSRSSchinookModel","Model","CAX05262139","Nez Perce Tribe",85,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Pahsimeroi River","Pahsimeroi R.",5.5,"Chinook salmon",NA,"Pahsimeroi River",2013,261,1
"ICSRSSchinookModel","Model","CAX05262140","Nez Perce Tribe",85,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Pahsimeroi River","Pahsimeroi R.",5.5,"Chinook salmon",NA,"Pahsimeroi River",2014,280,1
"ICSRSSchinookModel","Model","CAX05262141","Nez Perce Tribe",85,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Pahsimeroi River","Pahsimeroi R.",5.5,"Chinook salmon",NA,"Pahsimeroi River",2015,280,1
"ICSRSSchinookModel","Model","CAX05262142","Nez Perce Tribe",85,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Pahsimeroi River","Pahsimeroi R.",5.5,"Chinook salmon",NA,"Pahsimeroi River",2016,204,1
"ICSRSSchinookModel","Model","CAX05262143","Nez Perce Tribe",85,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Pahsimeroi River","Pahsimeroi R.",5.5,"Chinook salmon",NA,"Pahsimeroi River",2017,29,1
"ICSRSSchinookModel","Model","CAX05262144","Nez Perce Tribe",85,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Pahsimeroi River","Pahsimeroi R.",5.5,"Chinook salmon",NA,"Pahsimeroi River",2018,49,1
"ICSRSSchinookModel","Model","CAX05262145","Nez Perce Tribe",85,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Pahsimeroi River","Pahsimeroi R.",5.5,"Chinook salmon",NA,"Pahsimeroi River",2019,64,1
"ICSRSSchinookModel","Model","CAX05262146","Nez Perce Tribe",64,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","East Fork Salmon River","EF Salmon R.",5.6,"Chinook salmon",NA,"East Fork Salmon River",2010,468,1
"ICSRSSchinookModel","Model","CAX05262147","Nez Perce Tribe",64,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","East Fork Salmon River","EF Salmon R.",5.6,"Chinook salmon",NA,"East Fork Salmon River",2011,150,1
"ICSRSSchinookModel","Model","CAX05262148","Nez Perce Tribe",64,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","East Fork Salmon River","EF Salmon R.",5.6,"Chinook salmon",NA,"East Fork Salmon River",2012,211,1
"ICSRSSchinookModel","Model","CAX05262149","Nez Perce Tribe",64,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","East Fork Salmon River","EF Salmon R.",5.6,"Chinook salmon",NA,"East Fork Salmon River",2013,244,1
"ICSRSSchinookModel","Model","CAX05262150","Nez Perce Tribe",64,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","East Fork Salmon River","EF Salmon R.",5.6,"Chinook salmon",NA,"East Fork Salmon River",2014,289,1
"ICSRSSchinookModel","Model","CAX05262151","Nez Perce Tribe",64,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","East Fork Salmon River","EF Salmon R.",5.6,"Chinook salmon",NA,"East Fork Salmon River",2015,118,1
"ICSRSSchinookModel","Model","CAX05262152","Nez Perce Tribe",64,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","East Fork Salmon River","EF Salmon R.",5.6,"Chinook salmon",NA,"East Fork Salmon River",2017,6,1
"ICSRSSchinookModel","Model","CAX05262153","Nez Perce Tribe",99,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Yankee Fork","Yankee Fork",5.7,"Chinook salmon",NA,"Yankee Fork",2012,268,1
"ICSRSSchinookModel","Model","CAX05262154","Nez Perce Tribe",99,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Yankee Fork","Yankee Fork",5.7,"Chinook salmon",NA,"Yankee Fork",2013,278,1
"ICSRSSchinookModel","Model","CAX05262155","Nez Perce Tribe",99,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Yankee Fork","Yankee Fork",5.7,"Chinook salmon",NA,"Yankee Fork",2014,199,1
"ICSRSSchinookModel","Model","CAX05262156","Nez Perce Tribe",99,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Yankee Fork","Yankee Fork",5.7,"Chinook salmon",NA,"Yankee Fork",2015,117,1
"ICSRSSchinookModel","Model","CAX05262157","Nez Perce Tribe",99,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Yankee Fork","Yankee Fork",5.7,"Chinook salmon",NA,"Yankee Fork",2016,112,1
"ICSRSSchinookModel","Model","CAX05262158","Nez Perce Tribe",99,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Yankee Fork","Yankee Fork",5.7,"Chinook salmon",NA,"Yankee Fork",2017,40,1
"ICSRSSchinookModel","Model","CAX05262159","Nez Perce Tribe",99,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Yankee Fork","Yankee Fork",5.7,"Chinook salmon",NA,"Yankee Fork",2018,77,1
"ICSRSSchinookModel","Model","CAX05262160","Nez Perce Tribe",99,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Yankee Fork","Yankee Fork",5.7,"Chinook salmon",NA,"Yankee Fork",2019,25,1
"ICSRSSchinookModel","Model","CAX05262161","Nez Perce Tribe",89,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Upper Mainstem","Salmon R. Up. Mainstem",5.8,"Chinook salmon",NA,"Salmon River",2010,1078,1
"ICSRSSchinookModel","Model","CAX05262162","Nez Perce Tribe",89,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Upper Mainstem","Salmon R. Up. Mainstem",5.8,"Chinook salmon",NA,"Salmon River",2011,742,1
"ICSRSSchinookModel","Model","CAX05262163","Nez Perce Tribe",89,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Upper Mainstem","Salmon R. Up. Mainstem",5.8,"Chinook salmon",NA,"Salmon River",2012,628,1
"ICSRSSchinookModel","Model","CAX05262164","Nez Perce Tribe",89,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Upper Mainstem","Salmon R. Up. Mainstem",5.8,"Chinook salmon",NA,"Salmon River",2013,465,1
"ICSRSSchinookModel","Model","CAX05262165","Nez Perce Tribe",89,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Upper Mainstem","Salmon R. Up. Mainstem",5.8,"Chinook salmon",NA,"Salmon River",2014,534,1
"ICSRSSchinookModel","Model","CAX05262166","Nez Perce Tribe",89,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Upper Mainstem","Salmon R. Up. Mainstem",5.8,"Chinook salmon",NA,"Salmon River",2015,489,1
"ICSRSSchinookModel","Model","CAX05262167","Nez Perce Tribe",89,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Upper Mainstem","Salmon R. Up. Mainstem",5.8,"Chinook salmon",NA,"Salmon River",2016,275,1
"ICSRSSchinookModel","Model","CAX05262168","Nez Perce Tribe",89,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Upper Mainstem","Salmon R. Up. Mainstem",5.8,"Chinook salmon",NA,"Salmon River",2017,68,1
"ICSRSSchinookModel","Model","CAX05262169","Nez Perce Tribe",89,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Upper Mainstem","Salmon R. Up. Mainstem",5.8,"Chinook salmon",NA,"Salmon River",2018,22,1
"ICSRSSchinookModel","Model","CAX05262170","Nez Perce Tribe",89,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Salmon River Upper Mainstem","Salmon R. Up. Mainstem",5.8,"Chinook salmon",NA,"Salmon River",2019,37,1
"ICSRSSchinookModel","Model","CAX05262171","Nez Perce Tribe",97,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Valley Creek","Valley Ck.",5.9,"Chinook salmon",NA,"Valley Creek",2010,440,1
"ICSRSSchinookModel","Model","CAX05262172","Nez Perce Tribe",97,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Valley Creek","Valley Ck.",5.9,"Chinook salmon",NA,"Valley Creek",2011,437,1
"ICSRSSchinookModel","Model","CAX05262173","Nez Perce Tribe",97,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Valley Creek","Valley Ck.",5.9,"Chinook salmon",NA,"Valley Creek",2012,519,1
"ICSRSSchinookModel","Model","CAX05262174","Nez Perce Tribe",97,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Valley Creek","Valley Ck.",5.9,"Chinook salmon",NA,"Valley Creek",2013,318,1
"ICSRSSchinookModel","Model","CAX05262175","Nez Perce Tribe",97,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Valley Creek","Valley Ck.",5.9,"Chinook salmon",NA,"Valley Creek",2014,665,1
"ICSRSSchinookModel","Model","CAX05262176","Nez Perce Tribe",97,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Valley Creek","Valley Ck.",5.9,"Chinook salmon",NA,"Valley Creek",2015,434,1
"ICSRSSchinookModel","Model","CAX05262177","Nez Perce Tribe",97,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Valley Creek","Valley Ck.",5.9,"Chinook salmon",NA,"Valley Creek",2016,239,1
"ICSRSSchinookModel","Model","CAX05262178","Nez Perce Tribe",97,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Valley Creek","Valley Ck.",5.9,"Chinook salmon",NA,"Valley Creek",2017,76,1
"ICSRSSchinookModel","Model","CAX05262179","Nez Perce Tribe",97,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Valley Creek","Valley Ck.",5.9,"Chinook salmon",NA,"Valley Creek",2018,156,1
"ICSRSSchinookModel","Model","CAX05262180","Nez Perce Tribe",97,"Salmon, Chinook (Snake River spring/summer-run ESU)","Upper Salmon","Valley Creek","Valley Ck.",5.9,"Chinook salmon",NA,"Valley Creek",2019,100,1
