"NMFS_POPID","Species","MPG","ESU","RUN_TIMING","DISPLAY_ORDER","POP_NAME_LONG","COMMON_POPULATION_NAME","Pop_All_short_names_RUN_TIMING","PSChinook_Chum_Steelhead_RUN_TIMING","YEAR","VIABILITY_TYPE","NUMBER_OF_SPAWNERS","SPAWNER_NOTES","FRACWILD","HATCHERY_FRACTION","HATCHERY_FRACTION_NOTES"
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2002,NA,279,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2003,NA,696,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2004,NA,1522,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2005,NA,604,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2006,NA,580,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2007,NA,976,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2008,NA,646,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2009,NA,344,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2010,NA,294,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2011,NA,552,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2012,NA,848,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2013,NA,1036,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2014,NA,676,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2015,NA,1008,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2016,NA,822,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2017,NA,644,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2018,NA,588,NA,1,NA,NA
283,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,6,"Pilchuck River - winter Steelhead","Pilchuck R.",NA,"WR",2019,NA,336,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1985,NA,140,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1986,NA,84,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1987,NA,88,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1988,NA,-99,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1989,NA,60,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1990,NA,-99,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1991,NA,45,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1992,NA,108,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1993,NA,202,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1994,NA,161,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1995,NA,151,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1996,NA,170,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1997,NA,213,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1998,NA,366,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",1999,NA,214,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2000,NA,185,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2001,NA,167,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2002,NA,115,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2003,NA,198,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2004,NA,34,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2005,NA,68,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2006,NA,114,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2007,NA,50,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2008,NA,52,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2009,NA,86,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2010,NA,116,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2011,NA,68,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2012,NA,122,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2013,NA,126,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2014,NA,124,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2015,NA,56,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2016,NA,16,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2017,NA,62,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2018,NA,30,NA,1,NA,NA
297,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,7,"Tolt River - summer Steelhead","Tolt R.",NA,"SumR",2019,NA,58,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1981,NA,1167,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1982,NA,1261,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1983,NA,2536,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1984,NA,2305,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1985,NA,1748,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1986,NA,2070,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1987,NA,2420,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1988,NA,1610,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1989,NA,1810,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1990,NA,1478,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1991,NA,1832,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1992,NA,2246,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1993,NA,-99,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1994,NA,1848,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1995,NA,2004,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1996,NA,-99,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1997,NA,-99,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1998,NA,2004,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",1999,NA,2164,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2000,NA,674,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2001,NA,1395,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2002,NA,789,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2003,NA,988,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2004,NA,1506,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2005,NA,1060,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2006,NA,1856,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2007,NA,992,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2008,NA,-99,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2009,NA,-99,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2010,NA,662,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2011,NA,664,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2012,NA,792,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2013,NA,614,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2014,NA,822,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2015,NA,966,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2016,NA,986,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2017,NA,460,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2018,NA,292,NA,1,NA,NA
291,"Steelhead","Northern Cascades","Steelhead (Puget Sound DPS)",NA,8,"Snoqualmie River - winter Steelhead","Snoqualmie R.",NA,"WR",2019,NA,244,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1984,NA,614,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1985,NA,250,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1986,NA,916,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1987,NA,716,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1988,NA,270,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1989,NA,380,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1990,NA,308,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1991,NA,227,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1992,NA,45,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1993,NA,40,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1994,NA,6,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1995,NA,0,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1996,NA,2,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1997,NA,4,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1998,NA,8,NA,1,NA,NA
282,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,9,"North Lake Washington and Lake Sammamish - winter Steelhead","N Lk. Washington Tribs.",NA,"WR",1999,NA,4,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1984,NA,636,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1985,NA,224,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1986,NA,900,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1987,NA,456,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1988,NA,588,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1989,NA,306,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1990,NA,406,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1991,NA,394,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1992,NA,554,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1993,NA,144,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1994,NA,64,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1995,NA,126,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1996,NA,232,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1997,NA,616,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1998,NA,576,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",1999,NA,216,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2000,NA,48,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2001,NA,42,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2002,NA,38,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2003,NA,20,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2004,NA,44,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2005,NA,22,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2006,NA,32,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2007,NA,8,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2008,NA,4,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2009,NA,0,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2010,NA,2,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2011,NA,4,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2012,NA,0,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2013,NA,8,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2014,NA,0,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2015,NA,6,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2016,NA,10,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2017,NA,0,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2018,NA,4,NA,1,NA,NA
270,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,10,"Cedar River - winter Steelhead","Cedar R.",NA,"WR",2019,NA,0,NA,1,NA,NA
277,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,11,"Green River - winter Steelhead","Green R.",NA,"WR",1978,NA,1077,NA,1,NA,NA
277,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,11,"Green River - winter Steelhead","Green R.",NA,"WR",1979,NA,1385,NA,1,NA,NA
277,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,11,"Green River - winter Steelhead","Green R.",NA,"WR",1980,NA,1566,NA,1,NA,NA
277,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,11,"Green River - winter Steelhead","Green R.",NA,"WR",1981,NA,2379,NA,1,NA,NA
277,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,11,"Green River - winter Steelhead","Green R.",NA,"WR",1982,NA,3009,NA,1,NA,NA
277,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,11,"Green River - winter Steelhead","Green R.",NA,"WR",1983,NA,2538,NA,1,NA,NA
277,"Steelhead","South Central Cascades","Steelhead (Puget Sound DPS)",NA,11,"Green River - winter Steelhead","Green R.",NA,"WR",1984,NA,2589,NA,1,NA,NA
