Series,Method,Citation,Contributor,NMFS_POPID,ESU,MAJOR_POPULATION_GROUP,Population_name,COMMON_POPULATION_NAME,DISPLAY_ORDER,SPECIES,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS,AGE_8_RETURNS
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,1994,280,0.72,-99,-99,-99,0.25,0.75,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,1995,58,0.38,-99,-99,-99,1,0,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,1996,182,0.75,-99,-99,0.294,0.647,0.059,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,1997,578,0.33,-99,-99,-99,0.871,0.129,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,1998,323,0.43,-99,-99,-99,0.054,0.946,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,1999,133,0.91,-99,-99,0.05,0.65,0.3,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2000,1250,0.39,-99,-99,0.036,0.95,0.014,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2001,3930,0.25,-99,-99,-99,0.924,0.071,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2002,1595,0.45,-99,-99,-99,0.655,0.345,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2003,978,0.39,-99,-99,0.07,0.035,0.895,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2004,1605,0.63,-99,-99,0.027,0.959,0.014,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2005,1473,0.21,-99,-99,0.014,0.759,0.227,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2006,939,0.33,-99,-99,0.007,0.623,0.371,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2007,2005,0.19,-99,0.008,0.447,0.403,0.142,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2008,2139,0.17,-99,-99,0.029,0.863,0.108,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2009,2195,0.27,-99,0.002,0.223,0.732,0.04,0.002,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2010,1759,0.31,-99,-99,0.011,0.92,0.069,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2011,2876,0.4,-99,-99,0.248,0.452,0.3,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2012,2511,0.37,-99,-99,0.007,0.825,0.168,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2013,2033,0.34,-99,-99,0.047,0.649,0.304,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2014,2219,0.57,-99,-99,0.04,0.89,0.07,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2015,1605,0.41,-99,-99,0.01,0.83,0.16,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2016,985,0.64,-99,-99,0.04,0.67,0.29,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2017,799,0.43,-99,-99,0.02,0.65,0.33,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,102,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Wenatchee River,Wenatchee R.,1.1,Chinook salmon,,Wenatchee River,2018,1127,0.24,-99,-99,0,0.92,0.08,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1960,454,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1961,171,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1962,446,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1963,562,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1964,1489,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1965,403,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1966,1190,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1967,977,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1968,977,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1969,322,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1970,271,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1971,527,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1972,236,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1973,888,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1974,341,1,-99,-99,-99,-99,-99,-99,-99,-99
