#' Lower Columbia River Steelhead DPS
#'
#' @description Spawner counts and fraction wild data.
#'
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
#' 
#' @source 
#' 
#' @references
#' 
#' @author Monica Diaz (NOAA/NWFSC)
#' 
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
229, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "East Fork Lewis River", 2013, 488, -99
229, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "East Fork Lewis River", 2014, 414, -99
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 1992, 2221, 0.22
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 1993, 2211, 0.22
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 1994, 1348, 0.18
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 1995, 1840, 0.12
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 1996, 650, 0.2
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 1997, 1486, 0.12
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 1998, 513, 0.13
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 1999, 102, 0.96
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 2000, 149, 0.99
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 2001, 181, 0.99
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 2002, 538, 0.77
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 2003, 1043, 0.52
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 2004, 387, 0.47
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 2005, 323, 0.47
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 2006, 306, 0.56
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 2007, 343, 0.49
230, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Gorge", "Hood River", 2008, 248, 0.48
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 1991, 1017, 0.67
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 1992, 902, 0.685
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 1993, 355, 0.972
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 1994, 305, 0.984
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 1995, 166, 0.97
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 1996, 371, 0.566
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 1997, 490, 0.486
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 1998, 344, 0.529
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 1999, 442, 0.577
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2000, 1089, 0.794
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2001, 1533, 0.572
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2002, 1633, 0.582
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2003, 1066, 0.614
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2004, 1077, 0.471
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2005, 519, 0.526
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2006, 641, 0.534
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2007, 787, 0.537
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2008, 375, 0.704
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2009, 347, 0.49
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2010, 1131, 0.502
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2011, 664, 0.408
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2012, 1506, 0.434
231, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Gorge", "Hood River", 2013, 689, 0.453
