NMFS_POPID,ESU,Species,MAJOR_POPULATION_GROUP,DISPLAY_ORDER,POP_NAME_LONG,COMMON_POPULATION_NAME,RUN_TIMING,START_YEAR,END_YEAR,YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,Age1,Age2,Age3,Age4,Age5,Sum of age,AGE_6_RETURNS,AGE_7_RETURNS,AGE_1_HARVEST,AGE_2_HARVEST,AGE_3_HARVEST,AGE_4_HARVEST,AGE_5_HARVEST,AGE_6_HARVEST,AGE_7_HARVEST,AGE_NOTES,TOTAL_SPAWNERS_WITH_JACKS,NATURAL_SPAWNERS_WITH_JACKS,TOTAL_SPAWNERS_EXC_JACKS,NATURAL_ADULT_ANNUAL_RUN_4_6,JACK_FRAC_OF_HATCHERY_SPAWNERS,ADULT_NATURAL_HARVEST_RATE,NAT_NO_ORIGIN_BROOD_STOCK,ADULT_BROOD_RETURNS,SAR_ADJUSTED_ADULT_BRD_RETURNS,HATCHERY_RETURN,HATCHERY_RETURN_NOR,Date Uploaded,Data Submitted by
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1977,958.6227845,1,8166.50082,0,0.017650565,0.0499017,0.78435844,0.148089295,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1978,1696.336995,1,12375.12527,0,0.014189024,0.035871578,0.761233324,0.188706074,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1979,1682.387145,1,11305.65542,0,0.013419899,0.047027225,0.735693491,0.203859385,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1980,2797.771538,1,16846.09657,0,0.007076766,0.03911963,0.771405686,0.182397918,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1981,1719.837242,1,10918.49237,0,0.015710121,0.062816548,0.742704618,0.178768712,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1982,1160.430691,1,9495.554646,0,0.008034832,0.024163304,0.823859092,0.143942772,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1983,387.3842852,1,3413.855192,0,0.043433803,0.054327481,0.661929439,0.240309277,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1984,700.026475,1,2689.259194,0,0.013394555,0.035419411,0.813447554,0.137738481,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1985,532.7658251,1,3559.419458,0,0.050313996,0.140478151,0.688767319,0.120440534,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1986,1143,0.9244,3654.572655,0,0,0.050854024,0.415991546,0.53315443,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1987,804.705862,0.9244,2547.843934,0,0.009358562,0.046113657,0.622142888,0.322384893,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1988,1090.203759,0.9244,2778.659254,0,0.023756167,0.018279043,0.868582168,0.089382622,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1989,463.8823119,0.9244,2733.144815,0,0.017535148,0.072629499,0.368622253,0.541213101,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1990,1315.019059,1,2869.404522,0,0.012233295,0.025730789,0.865127622,0.096908294,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1991,665.3178022,0.9244,2079.660658,0,0.006132559,0.033671908,0.621277,0.338918532,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1992,472.484384,0.9244,1643.918412,0,0.003741035,0.014059755,0.833442139,0.148757071,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1993,212.7971564,0.9244,744.0660472,0,0.013234704,0.014898317,0.672290823,0.299576156,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1994,130.4836593,0.9244,219.4192831,0,0.064683297,0.06553397,0.542658438,0.327124295,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1995,283.4551671,1,475.8941678,0,0.011388925,0.11851016,0.769358074,0.10074284,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1996,1124.328102,0.9244,1147.343703,0,0.01017383,0.01470659,0.904738076,0.070381503,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1997,302.2918962,0.9244,591.62093,0,0.008263186,0.056281821,0.549834578,0.385620415,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1998,475.6549347,0.9244,307.4866086,0,0.020162615,0.024399018,0.827149349,0.128289019,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,1999,315.720144,0.9244,221.0312302,0,0.039502696,0.061686666,0.607274832,0.291535805,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2000,597.0325547,0.9244,236.2852793,0,0.025851442,0.078502593,0.751693724,0.143952241,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2001,1103,1,631.0394815,0,0,0,0.815016299,0.184983701,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2002,923.7894666,1,463.2186552,0,0.010065439,0.070305387,0.725991531,0.193637643,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2003,1528.798394,0.9244,811.6885511,0,0.015491546,0.018691396,0.827087487,0.138729571,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2004,465.8306302,1,166.3460457,0,0.03818306,0.074010408,0.551050164,0.336756368,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2005,886.4673565,0.9474,316.9716281,0,0.015270043,0.074897514,0.826003923,0.08382852,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2006,1231.875,0.9091,336.3475417,0,0.090286884,0,0.829300145,0.080412971,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2007,389.9734693,0.9167,133.7180473,0,0.014220453,0.085559391,0.627801388,0.272418769,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2008,550.825818,1,407.7031702,0,0.015275785,0.029367773,0.848372432,0.10698401,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2009,255.0075235,1,557.6790264,0,0.006732641,0.090611966,0.654403872,0.248251522,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2010,370.6659081,1,205.9986105,0,0.025811326,0.032106953,0.808252549,0.133829171,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2011,221.9356887,1,281.7700496,0,0.025064403,0.321180466,0.522037551,0.13171758,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2012,715,0.9048,253.6303459,0,0,0.140643668,0.786182469,0.073173863,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2013,542.7909261,1,557.3016904,0,0.011923702,0.034570212,0.636944608,0.316561478,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2014,391.7218186,0.6667,417.3757795,0,0.035091517,0.049873693,0.732457069,0.182577721,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2015,424.9450043,1,330.411148,0,0.037267517,0.09001338,0.705388687,0.167330416,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2016,1057.608057,1,1306.001767,0,0.006720803,0.039850206,0.879593092,0.073835899,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2017,1030.876985,0.913086913,2091.205153,0,0.014243304,0.046527175,0.696826007,0.242403514,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,6,Lower Sauk Chinook (Skagit),Low. Sauk R.,summer,1952,2018,2018,383.3893383,1,2030.688801,0,0.003015346,0.048981823,0.806847772,0.141155058,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1952,1873.899344,0.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1953,802.3383911,0.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1954,675.8796404,0.999999,3976.60399,0,0.006629659,0.089458563,0.700736369,0.203175409,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1955,860.7952176,0.999999,5014.313615,0,0.003280365,0.199842593,0.602033491,0.194843551,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1956,1888.626839,0.999999,12127.76573,0,0.000378792,0.061349202,0.83441317,0.103858837,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1957,2581.165094,0.999999,14893.56504,0,0.003819487,0.017331485,0.626680058,0.352168971,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1958,671.2196282,0.999999,3379.573094,0,0.009976919,0.280737009,0.284399046,0.424887026,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1959,749.2574918,0.999999,4792.85789,0,0.001916771,0.132278582,0.831022056,0.034782591,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1960,3409.910715,0.999999,20820.38397,0,0.003074063,0.048855124,0.75268959,0.195381223,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1961,3318.609686,0.999999,18900.37847,0,0.000857798,0.14679098,0.520815146,0.331536076,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1962,1668.962641,0.999999,10621.40942,0,0.002424032,0.022260841,0.850633077,0.12468205,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1963,1290.600451,0.999999,6658.118623,0,0.006005702,0.158118173,0.324094268,0.511781857,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1964,691.3992614,0.999999,4347.577338,0,0.002368023,0.135263842,0.795037731,0.067330404,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1965,2021.697652,0.999999,12584.72104,0,0.000290507,0.059288669,0.756748714,0.183672109,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1966,1385.025809,0.999999,8102.921866,0,0.002301223,0.014150858,0.643701164,0.339846755,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1967,353.3727378,0.983680952,1737.583598,0,0.009511034,0.199938125,0.274500052,0.516050789,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1968,151.6595534,0.983680952,924.6442222,0,0.004959272,0.164954282,0.785563104,0.044523342,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1969,980.3401875,0.983680952,5951.142781,0,0.000386668,0.100108061,0.744732884,0.154772387,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1970,1102.204163,0.983680952,6555.593105,0,0.005405629,0.012765375,0.751721339,0.230107657,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1971,619.6436798,0.983680952,3095.230466,0,0.002980027,0.350463082,0.189146638,0.457410253,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1972,150.9980201,0.983680952,947.8099956,0,0.001039551,0.037138485,0.940161188,0.021660776,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1973,1267.600961,0.983680952,6976.64014,0,0.001738935,0.055009419,0.470525678,0.472725968,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1974,108.9012035,0.983680952,642.5298267,0,0.001393382,0.091714573,0.672301422,0.234590623,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1975,301.9064482,0.983680952,1568.755526,0,0.001156094,0.058793683,0.696342327,0.243707896,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1976,180.8128278,0.983680952,1315.4972,0,0.005905457,0.040513486,0.698514416,0.255066641,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1977,116.5405725,0.983680952,588.0759675,0,0.005681178,0.295473639,0.402595535,0.296249648,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1978,415.2501176,0.983680952,1804.378748,0,0.005797752,0.086219755,0.841339103,0.06664339,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1979,416.5550663,0.983680952,1729.084381,0,0.002969112,0.194954598,0.506143647,0.295932642,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1980,596.5355251,0.983680952,3497.550656,0,0.001868933,0.05831842,0.837092885,0.102719762,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1981,397.146429,0.983680952,2326.113807,0,0.001735272,0.090562098,0.574456081,0.333246548,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1982,278.3395605,0.983680952,3136.141945,0,0.000454936,0.039704283,0.835558973,0.124281809,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1983,221.3340104,0.983680952,1311.478947,0,0.013360137,0.033199025,0.547032758,0.406408081,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1984,240.7585611,0.983680952,1031.249558,0,0.002273986,0.329325506,0.437944925,0.230455584,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1985,1848.563184,0.983680952,4310.788579,0,0.005226059,0.030925191,0.908845159,0.055003591,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1986,736,1,1753.721225,0,0,0,0.27238098,0.72761902,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1987,828.241541,0.983680952,8409.270305,0,0.001720778,0.043127476,0.930581959,0.024569787,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1988,880.8841355,0.983680952,3215.954169,0,0.002924022,0.043697889,0.391708451,0.561669638,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1989,682.4658398,0.983680952,2069.232939,0,0.008385843,0.09517716,0.601804825,0.294632172,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1990,566.4722688,1,1176.642418,0,0.005900032,0.261010177,0.497322978,0.235766813,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1991,754.3722068,1,1168.914798,0,0.004119208,0.06457367,0.747757072,0.18355005,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1992,582.4578681,1,810.8485827,0,0.002501159,0.045132583,0.535509402,0.416856856,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1993,329.2363396,0.983680952,303.4575902,0,0.010469179,0.028879668,0.548936801,0.411714351,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1994,137.8,0.9643,86.7737216,0,0.03660687,0.32390857,0.378380416,0.261104145,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1995,190,1,100.2098082,0,0,0.041941716,0.877126089,0.080932195,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1996,412.9117717,0.983680952,164.2445243,0,0.009099047,0.072372257,0.639719577,0.278809119,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1997,307.4881987,1,172.5817776,0,0.005542396,0.074342958,0.595203513,0.324911133,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1998,302.0833333,0.9821,182.3066041,0,0.026538997,0.030249549,0.485596424,0.45761503,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,1999,187.0383468,1,105.7370706,0,0.024727744,0.167322755,0.488564143,0.319385357,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,2000,392.979326,1,180.6816676,0,0.008964497,0.106772296,0.738242629,0.146020578,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,2001,543,1,252.5336431,0,0,0.054885914,0.615754389,0.329359697,1,,,,,,,,,,,,,,,,,,,,,,,
53,"Salmon, Chinook (Puget Sound DPS)",Chinook,Whidbey Basin,7,Upper Sauk Chinook (Skagit),Up. Sauk R.,spring,1952,2018,2002,473.325534,1,250.4013707,0,0.018745133,0.128553613,0.436161059,0.416540195,1,,,,,,,,,,,,,,,,,,,,,,,
