Series,Method,Citation,Contributor,NMFS_POPID,ESU,MAJOR_POPULATION_GROUP,Population_name,COMMON_POPULATION_NAME,DISPLAY_ORDER,SPECIES,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS,AGE_8_RETURNS
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,1990,548,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,1991,288,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,1992,604,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,1993,254,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,1994,451,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,1995,254,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,1996,470,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,1997,416,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,1998,228,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,1999,855,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2000,937,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
